starttime	seconds	ctime	dtime	ttime	wait
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	6
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	6
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	1
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	6
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	1
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	3	8	10	6
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	6
Thu Jan 06 20:52:38 2022	1641498758	5	6	10	4
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	1
Thu Jan 06 20:52:38 2022	1641498758	5	6	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	1
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	7	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	1
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	3	8	10	6
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	5	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	4
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	6	10	4
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	3	8	10	6
Thu Jan 06 20:52:38 2022	1641498758	3	8	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	1
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	3	8	10	5
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	4
Thu Jan 06 20:52:38 2022	1641498758	3	8	10	6
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	5	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	4	7	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	7	10	3
Thu Jan 06 20:52:38 2022	1641498758	3	8	10	5
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	6
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	6
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	5
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	6
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	6
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	6
Thu Jan 06 20:52:38 2022	1641498758	5	6	10	4
Thu Jan 06 20:52:38 2022	1641498758	2	8	10	6
Thu Jan 06 20:52:38 2022	1641498758	5	6	10	4
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	6
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	4	7	10	3
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	7	4	10	1
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	5	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	4	7	10	3
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	3
Thu Jan 06 20:52:38 2022	1641498758	5	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	7	4	10	1
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	5	10	3
Thu Jan 06 20:52:38 2022	1641498758	5	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	1
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	3
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	4
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	6
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	1
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	11	4
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	2
Thu Jan 06 20:52:38 2022	1641498758	2	8	11	3
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	6
Thu Jan 06 20:52:38 2022	1641498758	3	7	11	5
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	3
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	3
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	3
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	1
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	1
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	4
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	6
Thu Jan 06 20:52:38 2022	1641498758	5	5	11	2
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	3
Thu Jan 06 20:52:38 2022	1641498758	5	5	11	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	11	1
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	11	5
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	4
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	3	11	1
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	1
Thu Jan 06 20:52:38 2022	1641498758	5	5	11	1
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	5	5	11	5
Thu Jan 06 20:52:38 2022	1641498758	3	7	11	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	11	2
Thu Jan 06 20:52:38 2022	1641498758	5	5	11	5
Thu Jan 06 20:52:38 2022	1641498758	3	7	11	6
Thu Jan 06 20:52:38 2022	1641498758	8	3	11	1
Thu Jan 06 20:52:38 2022	1641498758	6	4	11	1
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	3
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	1
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	3
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	4
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	1
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	3	7	11	5
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	2
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	6
Thu Jan 06 20:52:38 2022	1641498758	5	5	11	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	11	1
Thu Jan 06 20:52:38 2022	1641498758	7	3	11	1
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	2	8	11	6
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	6
Thu Jan 06 20:52:38 2022	1641498758	7	3	11	1
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	3
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	1
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	2	8	11	6
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	3
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	4
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	6
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	1
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	1
Thu Jan 06 20:52:38 2022	1641498758	5	5	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	1
Thu Jan 06 20:52:38 2022	1641498758	6	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	8	3	11	2
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	2
Thu Jan 06 20:52:38 2022	1641498758	2	8	11	6
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	8	3	11	1
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	1
Thu Jan 06 20:52:38 2022	1641498758	7	3	11	1
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	3	11	1
Thu Jan 06 20:52:38 2022	1641498758	8	3	11	1
Thu Jan 06 20:52:38 2022	1641498758	8	3	11	2
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	1
Thu Jan 06 20:52:38 2022	1641498758	8	3	11	2
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	3	7	11	5
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	2	9	11	6
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	1
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	8	3	11	1
Thu Jan 06 20:52:38 2022	1641498758	3	7	11	5
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	3	7	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	4	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	8	3	11	1
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	8	3	11	2
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	3
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	6
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	6
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	3
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	4
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	3
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	8	3	11	2
Thu Jan 06 20:52:38 2022	1641498758	3	7	11	6
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	5
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	7	3	11	2
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	6
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	8	3	11	2
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	2
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	1
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	8	3	11	2
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	6	6	11	2
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	3
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	1
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	2
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	1
Thu Jan 06 20:52:38 2022	1641498758	8	3	11	2
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	1
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	1
Thu Jan 06 20:52:38 2022	1641498758	8	3	11	2
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	8	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	6
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	1
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	1
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	1
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	5
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	5
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	1
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	1
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	3
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	7	5	11	2
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	1
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	2
Thu Jan 06 20:52:38 2022	1641498758	8	4	11	1
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	5	11	2
Thu Jan 06 20:52:38 2022	1641498758	6	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	6	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	4
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	2
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	3
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	8	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	8	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	6	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	2
Thu Jan 06 20:52:38 2022	1641498758	8	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	5
Thu Jan 06 20:52:38 2022	1641498758	4	8	11	6
Thu Jan 06 20:52:38 2022	1641498758	8	3	11	2
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	8	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	8	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	8	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	5
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	5
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	1
Thu Jan 06 20:52:38 2022	1641498758	8	3	11	2
Thu Jan 06 20:52:38 2022	1641498758	4	8	11	6
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	4	8	11	6
Thu Jan 06 20:52:38 2022	1641498758	6	6	11	3
Thu Jan 06 20:52:38 2022	1641498758	3	8	11	5
Thu Jan 06 20:52:38 2022	1641498758	6	6	11	5
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	5	6	11	1
Thu Jan 06 20:52:38 2022	1641498758	4	7	11	6
Thu Jan 06 20:52:38 2022	1641498758	7	4	11	2
Thu Jan 06 20:52:38 2022	1641498758	6	5	11	3
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	5
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	7	5	12	2
Thu Jan 06 20:52:38 2022	1641498758	9	3	12	2
Thu Jan 06 20:52:38 2022	1641498758	5	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	7	5	12	2
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	3
Thu Jan 06 20:52:38 2022	1641498758	7	5	12	2
Thu Jan 06 20:52:38 2022	1641498758	7	5	12	2
Thu Jan 06 20:52:38 2022	1641498758	7	5	12	3
Thu Jan 06 20:52:38 2022	1641498758	7	5	12	3
Thu Jan 06 20:52:38 2022	1641498758	8	4	12	2
Thu Jan 06 20:52:38 2022	1641498758	7	5	12	3
Thu Jan 06 20:52:38 2022	1641498758	7	4	12	2
Thu Jan 06 20:52:38 2022	1641498758	5	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	2
Thu Jan 06 20:52:38 2022	1641498758	7	5	12	3
Thu Jan 06 20:52:38 2022	1641498758	6	5	12	5
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	9	3	12	2
Thu Jan 06 20:52:38 2022	1641498758	8	4	12	2
Thu Jan 06 20:52:38 2022	1641498758	9	3	12	2
Thu Jan 06 20:52:38 2022	1641498758	9	3	12	2
Thu Jan 06 20:52:38 2022	1641498758	3	9	12	5
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	2
Thu Jan 06 20:52:38 2022	1641498758	6	5	12	2
Thu Jan 06 20:52:38 2022	1641498758	8	4	12	2
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	5
Thu Jan 06 20:52:38 2022	1641498758	7	5	12	3
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	5
Thu Jan 06 20:52:38 2022	1641498758	8	4	12	2
Thu Jan 06 20:52:38 2022	1641498758	4	7	12	5
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	6
Thu Jan 06 20:52:38 2022	1641498758	7	4	12	2
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	6
Thu Jan 06 20:52:38 2022	1641498758	8	4	12	2
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	5
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	7
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	6
Thu Jan 06 20:52:38 2022	1641498758	7	5	12	2
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	6
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	5
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	3
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	6
Thu Jan 06 20:52:38 2022	1641498758	5	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	6
Thu Jan 06 20:52:38 2022	1641498758	9	3	12	2
Thu Jan 06 20:52:38 2022	1641498758	7	5	12	3
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	6
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	6
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	5
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	7	5	12	3
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	6
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	6
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	6
Thu Jan 06 20:52:38 2022	1641498758	8	4	12	2
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	6
Thu Jan 06 20:52:38 2022	1641498758	7	5	12	3
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	2
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	5
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	7	5	12	2
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	3	9	12	5
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	6
Thu Jan 06 20:52:38 2022	1641498758	9	3	12	2
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	6
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	5
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	6
Thu Jan 06 20:52:38 2022	1641498758	7	5	12	2
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	6
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	5
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	6
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	9	3	12	2
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	6
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	6
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	6
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	6
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	5
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	6
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	2
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	7
Thu Jan 06 20:52:38 2022	1641498758	3	9	12	5
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	6
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	6
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	6
Thu Jan 06 20:52:38 2022	1641498758	3	9	12	7
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	6
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	5
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	6
Thu Jan 06 20:52:38 2022	1641498758	8	5	12	4
Thu Jan 06 20:52:38 2022	1641498758	8	4	12	2
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	5
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	2
Thu Jan 06 20:52:38 2022	1641498758	8	4	12	2
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	6
Thu Jan 06 20:52:38 2022	1641498758	5	8	12	5
Thu Jan 06 20:52:38 2022	1641498758	3	9	12	6
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	8	4	12	2
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	5
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	6
Thu Jan 06 20:52:38 2022	1641498758	5	7	12	6
Thu Jan 06 20:52:38 2022	1641498758	4	8	12	6
Thu Jan 06 20:52:38 2022	1641498758	6	6	12	5
